formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C11H18N2O5,[M + H]+,C11H19N2O5+,Alkaloids,0,611,Tyrosine alkaloids,0,088,Phenylethylamines,0,036,Benzenoids,0,663,Phenol ethers,0,535,,,,,Phenol ethers,0,535,Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,259,129,48,0,805,685521763832040055,685521475029026202,64,
1,C15H27NO11,[M + Na]+,C15H27NNaO11+,Amino acids and Peptides,0,902,Amino acid glycosides,0,973,Cyanogenic glycosides,0,981,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,996,Glycosyl compounds,0,976,Cyanogenic glycosides,0,538,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyanogenic glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,420,148,48,0,805,685521764100475578,685521475192604073,84,
1,C13H22N2O6,[M + H]+,C13H23N2O6+,Alkaloids,0,751,Ornithine alkaloids,0,457,Dipeptides,0,047,Organic acids and derivatives,0,980,Carboxylic acids and derivatives,0,974,"Amino acids, peptides, and analogues",0,528,Amino acids and derivatives,0,527,Amino acids and derivatives,0,527,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",303,155,48,0,805,685521750947136066,685521475515565511,98,
1,C13H18N4O6,[M + Na]+,C13H18N4NaO6+,Carbohydrates,0,896,Nucleosides,0,952,Purine nucleosides,0,629,Organic oxygen compounds,1,000,Organooxygen compounds,0,998,Carbohydrates and carbohydrate conjugates,0,959,Glycosyl compounds,0,916,Glycosylamines,0,931,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Tetrahydrofurans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",349,111,48,0,805,685521761709721830,685521474810922374,55,
1,C20H30N4O12,[M + Na]+,C20H30N4NaO12+,Carbohydrates,0,979,Saccharides,0,262,Aminoglycosides,0,320,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,997,Disaccharides,0,503,Disaccharides,0,503,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Cyclitols and derivatives; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,541,174,48,0,807,685521791652862042,685521475133883812,79,
1,C11H18N2O6,[M + H]+,C11H19N2O6+,Alkaloids,0,515,Tyrosine alkaloids,0,109,Phenylethylamines,0,392,Organic acids and derivatives,0,559,Carboxylic acids and derivatives,0,437,"Amino acids, peptides, and analogues",0,526,Amino acids and derivatives,0,527,Amino acids and derivatives,0,527,"Organic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Secondary alcohols; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Primary amines; Organic oxides; Methoxyanilines; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aminophenyl ethers; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",275,124,48,0,807,685521791350872132,685521474970305941,63,
1,C11H23NO5,[M + H]+,C11H24NO5+,Fatty acids,0,514,Fatty esters,0,118,Fatty acyl carnitines,0,111,Organic oxygen compounds,1,000,Organooxygen compounds,0,999,Alcohols and polyols,0,635,Secondary alcohols,0,549,Secondary alcohols,0,549,Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,250,165,48,0,807,685521789379549116,685521474496349544,45,
1,C12H17N5O4,[M + H]+,C12H18N5O4+,Carbohydrates,0,396,Pseudoalkaloids (transamidation),0,148,Purine nucleosides,0,279,Organoheterocyclic compounds,0,991,Pteridines and derivatives,0,692,Pterins and derivatives,0,579,Biopterins and derivatives,0,772,Biopterins and derivatives,0,772,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Pterins and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Biopterins and derivatives; Secondary alcohols; Polyols; Amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,296,135,48,0,808,685521822480998400,685521474550875501,47,
1,C13H24N2O7,[M + H]+,C13H25N2O7+,Carbohydrates,0,763,Polyols,0,455,Amino cyclitols,0,220,Organic acids and derivatives,0,893,Carboxylic acids and derivatives,0,828,Carboxylic acid derivatives,0,666,Carboxylic acid esters,0,335,Methyl esters,0,552,Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Methyl esters; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,321,166,49,0,808,685521820127993554,685521474857059723,59,
1,C14H27NO8,[M + H]+,C14H28NO8+,Carbohydrates,0,856,Aminosugars and aminoglycosides,0,623,Aminosugars,0,341,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,957,Monosaccharides,0,883,Monosaccharides,0,883,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Methyl esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,338,181,49,0,809,685521819196857827,685521474647344503,49,
1,C14H22N2O8,[M + H]+,C14H23N2O8+,Amino acids and Peptides,0,434,Mycosporine derivatives,0,585,Mycosporine and Mycosporine-like amino acids,0,589,Benzenoids,0,426,Phenol ethers,0,574,Anisoles,0,585,,,Anisoles,0,585,"Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Methoxybenzenes; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",347,145,49,0,809,685521832706713137,685521475242935726,87,
1,C11H20O9,[M + Na]+,C11H20NaO9+,Carbohydrates,0,799,Saccharides,0,877,Disaccharides,0,390,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,980,Glycosyl compounds,0,787,O-glycosyl compounds,0,830,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,319,100,49,0,809,685521829611316141,685521474597012850,48,
1,C11H23NO2,[M + H]+,C11H24NO2+,Fatty acids,0,624,Fatty amides,0,798,N-acyl ethanolamines (endocannabinoids),0,716,Organic nitrogen compounds,1,000,Organonitrogen compounds,1,000,Amines,0,953,Alkanolamines,0,932,"1,2-aminoalcohols",0,869,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",202,180,49,0,809,685521826436227649,685521475574285772,104,
1,C13H25NO8,[M + H]+,C13H26NO8+,Carbohydrates,0,544,Aminosugars and aminoglycosides,0,425,Aminosugars,0,346,Organic acids and derivatives,0,947,Carboxylic acids and derivatives,0,938,"Amino acids, peptides, and analogues",0,799,Amino acids and derivatives,0,797,Alpha amino acids and derivatives,0,576,"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",324,166,49,0,809,685521828411745124,685521474752202113,54,
1,C11H23NO6,[M + H]+,C11H24NO6+,Fatty acids,0,610,Small peptides,0,149,Aminoacids,0,157,Organic oxygen compounds,1,000,Organooxygen compounds,0,999,Alcohols and polyols,0,845,Secondary alcohols,0,690,Secondary alcohols,0,690,Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,266,160,49,0,809,685521837077180181,685521474907391376,62,
1,C10H18O9,[M + Na]+,C10H18NaO9+,Carbohydrates,0,496,Saccharides,0,378,Iridoids monoterpenoids,0,236,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,945,Glycosyl compounds,0,628,O-glycosyl compounds,0,677,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,305,085,49,0,809,685521837316255580,685521474701870460,53,
1,C10H13NO2,[M + H]+,C10H14NO2+,Alkaloids,0,869,Tryptophan alkaloids,0,203,Anthranillic acid derivatives,0,574,Organic acids and derivatives,0,984,Carboxylic acids and derivatives,0,984,"Amino acids, peptides, and analogues",0,561,Amino acids and derivatives,0,560,Amino acids and derivatives,0,560,"Organic compounds; Amino acids, peptides, and analogues; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminobenzoic acids and derivatives; Aniline and substituted anilines; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Amines; Secondary alkylarylamines; Methyl esters; Aralkylamines; Phenylalkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",180,102,49,0,809,685521836024409693,685521475729475035,114,
1,C13H20N2O5,[M + H]+,C13H21N2O5+,Amino acids and Peptides,0,891,Small peptides,0,302,Dipeptides,0,095,Organic acids and derivatives,0,980,Carboxylic acids and derivatives,0,964,"Amino acids, peptides, and analogues",0,522,Amino acids and derivatives,0,519,Amino acids and derivatives,0,519,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",285,145,49,0,810,685521837236563770,685521475674949078,108,
1,C13H18N4O5,[M + Na]+,C13H18N4NaO5+,Alkaloids,0,600,Small peptides,0,219,Dipeptides,0,047,Benzenoids,0,657,Benzene and substituted derivatives,0,532,Nitrobenzenes,0,591,,,Nitrobenzenes,0,591,"Organic compounds; Organoheterocyclic compounds; Nitrobenzenes; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",333,116,49,0,810,685521842190037480,685521475360376248,93,
1,C15H24N2O8,[M + H]+,C15H25N2O8+,Alkaloids,0,463,Ornithine alkaloids,0,183,Phenylethylamines,0,083,Benzenoids,0,941,Benzene and substituted derivatives,0,970,Nitrobenzenes,0,552,,,Nitrobenzenes,0,552,"Organic compounds; Nitrobenzenes; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Methoxyanilines; Methoxybenzenes; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",361,161,49,0,810,685521845901996924,685521475301655987,88,
1,C14H22N2O7,[M + H]+,C14H23N2O7+,Alkaloids,0,688,Ornithine alkaloids,0,428,Phenylethylamines,0,093,Organic acids and derivatives,0,990,Carboxylic acids and derivatives,0,985,"Amino acids, peptides, and analogues",0,712,Amino acids and derivatives,0,712,Amino acids and derivatives,0,712,"Organic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Anilides; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Acetanilides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; N-arylamides; Methyl esters; Acetamides; Organic oxides; Methoxyanilines; Methoxybenzenes; Hydrocarbon derivatives; N-acetylarylamines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",331,150,49,0,815,685521852772267393,685521475779806688,120,
1,C16H26N2O8,[M + H]+,C16H27N2O8+,Amino acids and Peptides,0,280,Mycosporine derivatives,0,208,Mycosporine and Mycosporine-like amino acids,0,213,"Organic 1,3-dipolar compounds",0,723,"Allyl-type 1,3-dipolar organic compounds",0,715,Organic nitro compounds,0,713,C-nitro compounds,0,692,C-nitro compounds,0,692,"Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Secondary alcohols; Amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",375,176,49,0,817,685521855049774706,685521475880469994,124,
1,C14H24O11,[M + Na]+,C14H24NaO11+,Terpenoids,0,854,Monoterpenoids,0,937,Iridoids monoterpenoids,0,800,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,975,Glycosyl compounds,0,907,O-glycosyl compounds,0,910,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",391,122,49,0,819,685521853967644145,685521475934995951,127,
1,C11H16O11,[M + K]+,C11H16KO11+,Carbohydrates,0,987,Saccharides,0,974,Monosaccharides,0,704,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,961,Monosaccharides,0,792,Monosaccharides,0,792,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,363,033,50,0,834,685521872670047379,685521476123739651,135,
1,C13H18N4O7,[M + Na]+,C13H18N4NaO7+,Carbohydrates,0,978,Nucleosides,0,818,Purine nucleosides,0,307,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,922,Glycosyl compounds,0,721,Glycosylamines,0,678,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Diazines; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Polyols; Amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,365,106,50,0,835,685521876717552193,685521476031464953,132,
1,C10H14N4O7,[M + K]+,C10H14KN4O7+,Carbohydrates,0,991,Nucleosides,0,991,Pyrimidine nucleosides,0,682,"Nucleosides, nucleotides, and analogues",0,818,Imidazole ribonucleosides and ribonucleotides,0,754,1-ribosyl-imidazolecarboxamides,0,522,,,1-ribosyl-imidazolecarboxamides,0,522,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; 1-ribosyl-imidazolecarboxamides; Pentoses; Monosaccharides; Secondary alcohols; Imidazole ribonucleosides and ribonucleotides; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Tetrahydrofurans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",341,051,51,0,842,685521885546562861,685521476077602302,134,
1,C12H15NO2,[M + H]+,C12H16NO2+,Amino acids and Peptides,0,676,Phenylpropanoids (C6-C3),0,685,Cinnamic acid amides,0,320,Benzenoids,0,994,Benzene and substituted derivatives,0,667,,,,,Benzene and substituted derivatives,0,667,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,206,118,53,0,876,685521877917123264,685521476169877000,136,
1,C11H17NO6,[M + H]+,C11H18NO6+,Amino acids and Peptides,0,668,Mycosporine derivatives,0,369,Mycosporine and Mycosporine-like amino acids,0,376,Organic acids and derivatives,0,966,Carboxylic acids and derivatives,0,948,Carboxylic acid derivatives,0,860,Carboxylic acid esters,0,725,Methyl esters,0,907,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,260,113,54,0,907,685521892098067203,685521476257957394,138,
1,C11H16O11,[M + K]+,C11H16KO11+,Carbohydrates,0,974,Saccharides,0,945,Monosaccharides,0,509,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,971,Monosaccharides,0,842,Hexoses,0,562,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,363,033,55,0,914,685521883290027096,685521476404758049,143,
1,C11H18N2O6,[M + H]+,C11H19N2O6+,Alkaloids,0,474,Nicotinic acid alkaloids,0,120,Pyridine alkaloids,0,119,Benzenoids,0,954,Benzene and substituted derivatives,0,940,Nitrobenzenes,0,581,Nitrophenyl ethers,0,502,Nitrophenyl ethers,0,502,Organic compounds; Nitrobenzenes; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Organic oxides; Methoxyanilines; Methoxybenzenes; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Aminophenyl ethers; Nitrophenyl ethers; Organic nitrogen compounds; Phenoxy compounds; Chemical entities,275,124,55,0,919,685521886628693586,685521476304094743,141,
1,C2H3NO7,[M + H]+,C2H4NO7+,Fatty acids,0,758,Fatty Acids and Conjugates,0,764,Halogenated fatty acids,0,907,Organic oxygen compounds,1,000,Organic oxoanionic compounds,0,679,Organic nitrates,0,534,,,Organic nitrates,0,534,Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic nitrates; Organic oxoanionic compounds; Organic nitric acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,153,998,55,0,922,685521886997792624,685521476354426396,142,
1,C13H16O15S,[M + K]+,C13H16KO15S+,Shikimates and Phenylpropanoids,0,769,Phenolic acids (C6-C1),0,870,Simple phenolic acids,0,628,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,926,Sugar acids and derivatives,0,730,O-glucuronides,0,524,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Polyols; O-glucuronides; Sulfuric acid esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,482,983,56,0,933,685521890420345298,685521476455089702,145,
