formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C22H37F2N5O3,[M + H]+,C22H38F2N5O3+,Alkaloids,0,778,Pseudoalkaloids (transamidation),0,048,Tropane alkaloids,0,092,Organic acids and derivatives,0,749,Carboxylic acids and derivatives,0,839,"Amino acids, peptides, and analogues",0,822,Amino acids and derivatives,0,820,Amino acids and derivatives,0,820,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Carboxylic acid derivatives; Dialkyl ethers; Aminopyrimidines and derivatives; Diazines; Organofluorides; Carbonyl compounds; Amines; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",458,294,676,11,270,685528119369786962,685521520465928343,4004,
1,C23H36FN5O2,[M + H]+,C23H37FN5O2+,Alkaloids,0,479,Pseudoalkaloids (transamidation),0,047,Tropane alkaloids,0,319,Organic acids and derivatives,0,474,Carboxylic acids and derivatives,0,584,"Amino acids, peptides, and analogues",0,559,Amino acids and derivatives,0,558,Amino acids and derivatives,0,558,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Ethers; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Alkyl fluorides; Dialkyl ethers; Organofluorides; Carbonyl compounds; Amines; Alkyl halides; Organic oxides; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",434,294,676,11,270,685528116203087148,685521520348487811,3996,
1,C17H26O3,[M + H]+,C17H27O3+,Terpenoids,0,945,Sesquiterpenoids,0,648,Apocarotenoids (β-),0,227,Lipids and lipid-like molecules,0,695,Prenol lipids,0,671,,,,,Prenol lipids,0,671,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,279,196,677,11,278,685528129809410363,685521520436568210,3999,
1,C18H24O2,[M + H]+,C18H25O2+,Terpenoids,0,966,Diterpenoids,0,529,Casbane diterpenoids,0,048,Lipids and lipid-like molecules,0,810,Prenol lipids,0,786,,,,,Prenol lipids,0,786,Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,273,185,677,11,278,685528124642027627,685521520495288476,4006,
1,C15H33N,[M + H]+,C15H34N+,Alkaloids,0,863,Pseudoalkaloids (transamidation),0,154,Acetate-derived alkaloids,0,223,Organic nitrogen compounds,1,000,Organonitrogen compounds,1,000,Amines,0,995,Primary amines,0,969,Monoalkylamines,0,954,Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,228,269,677,11,280,685528118224741901,685521520570785963,4013,
1,C23H43NO7,[M + H]+,C23H44NO7+,Fatty acids,0,988,Spingolipids,0,895,Sphingoid bases,0,926,Organic acids and derivatives,0,986,Carboxylic acids and derivatives,0,976,"Amino acids, peptides, and analogues",0,907,Amino acids and derivatives,0,905,Alpha amino acids,0,620,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",446,313,678,11,296,685528120611301079,685521520549814438,4010,
1,C14H18O,[M + H]+,C14H19O+,Terpenoids,0,994,Sesquiterpenoids,0,962,Humulane sesquiterpenoids,0,385,Lipids and lipid-like molecules,0,751,Prenol lipids,0,809,Sesquiterpenoids,0,634,,,Sesquiterpenoids,0,634,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,203,143,678,11,298,685528175195976324,685521520520454305,4009,
1,C20H35NO7,[M + H]+,C20H36NO7+,Fatty acids,0,992,Spingolipids,0,920,Sphingoid bases,0,921,Organic acids and derivatives,0,961,Carboxylic acids and derivatives,0,944,"Amino acids, peptides, and analogues",0,640,Amino acids and derivatives,0,638,Amino acids,0,767,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",402,249,678,11,305,685528184121455620,685521520595951792,4019,
1,C14H20O2,[M + H]+,C14H21O2+,Terpenoids,0,964,Sesquiterpenoids,0,774,Humulane sesquiterpenoids,0,093,Lipids and lipid-like molecules,0,603,Prenol lipids,0,581,,,,,Prenol lipids,0,581,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,221,154,678,11,306,685528199296447813,685521520625311925,4020,
1,C22H30O7,[M + H]+,C22H31O7+,Terpenoids,0,927,Triterpenoids,0,839,Quassinoids,0,907,Lipids and lipid-like molecules,0,831,Prenol lipids,0,580,Terpene lactones,0,365,Quassinoids,0,745,Quassinoids,0,745,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Lactones; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Delta valerolactones; Cyclic alcohols and derivatives; Naphthopyrans; Secondary alcohols; Carbonyl compounds; Quassinoids; Methyl esters; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,407,206,678,11,306,685528208066737956,685521520650477754,4021,
1,C35H52N2O7,[M + H]+,C35H53N2O7+,Polyketides,0,937,Linear polyketides,0,969,Open-chain polyketides,0,876,Lipids and lipid-like molecules,0,898,Fatty Acyls,0,865,Fatty amides,0,843,N-acyl amines,0,576,N-acyl amines,0,576,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,613,385,679,11,325,685528201322296774,685521520679837887,4022,
1,C12H18O2,[M + H]+,C12H19O2+,Terpenoids,0,899,Sesquiterpenoids,0,317,Irregular monoterpenoids,0,206,Lipids and lipid-like molecules,0,687,Prenol lipids,0,596,,,,,Prenol lipids,0,596,Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,195,138,680,11,327,685528199086732557,685521520767918286,4037,
1,C18H26NO2,[M + Na]+,C18H26NNaO2+,Alkaloids,0,310,Pseudoalkaloids (transamidation),0,501,Terpenoid alkaloids,0,453,Organic oxygen compounds,0,999,Organooxygen compounds,0,997,Carbonyl compounds,0,704,Ketones,0,516,Ketones,0,516,Organic compounds; Ketones; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,311,185,680,11,327,685528236344742938,685521520709198020,4029,
1,C16H24NO,[M + Na]+,C16H24NNaO+,Terpenoids,0,413,Pseudoalkaloids (transamidation),0,736,Terpenoid alkaloids,0,505,Benzenoids,0,601,,,,,,,Benzenoids,0,601,Organic compounds; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,269,175,680,11,333,685528216639895834,685521520738558153,4030,
1,C15H33N,[M + H]+,C15H34N+,Fatty acids,0,798,Pseudoalkaloids (transamidation),0,302,Acetate-derived alkaloids,0,468,Organic nitrogen compounds,1,000,Organonitrogen compounds,1,000,Amines,0,978,Primary amines,0,911,Monoalkylamines,0,894,Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,228,269,680,11,335,685528226693643644,685521520981827825,4050,
1,C14H31N,[M + H]+,C14H32N+,Alkaloids,0,831,Pseudoalkaloids (transamidation),0,237,Acetate-derived alkaloids,0,387,Organic nitrogen compounds,1,000,Organonitrogen compounds,1,000,Amines,0,991,Primary amines,0,957,Monoalkylamines,0,938,Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,214,253,680,11,336,685528221564009359,685521521011187958,4052,
1,C11H25BN2O5,[M + H]+,C11H26BN2O5+,Amino acids and Peptides,0,570,Small peptides,0,520,Dipeptides,0,036,Organic acids and derivatives,0,994,Carboxylic acids and derivatives,0,902,"Amino acids, peptides, and analogues",0,636,Amino acids and derivatives,0,627,Amino acids and derivatives,0,627,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Organometallic compounds; Carboxylic acid amides; Boronic acid derivatives; Carboxylic acid derivatives; Organometalloid compounds; Secondary carboxylic acid amides; Carbonyl compounds; Organoboron compounds; Organic salts; Fatty Acyls; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",276,196,681,11,347,685528228182621661,685521520822444248,4042,
1,C25H49NO8,[M + H]+,C25H50NO8+,Fatty acids,0,999,Spingolipids,0,999,Ceramides,0,964,Lipids and lipid-like molecules,0,982,Sphingolipids,0,923,Ceramides,0,980,Phytoceramides,0,691,Phytoceramides,0,691,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Phytoceramides; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,492,353,681,11,347,685528228778213007,685521520793084115,4041,
1,C15H22O2,[M + H]+,C15H23O2+,Terpenoids,0,993,Sesquiterpenoids,0,953,Zizaane sesquiterpenoids,0,318,Lipids and lipid-like molecules,0,868,Prenol lipids,0,863,Sesquiterpenoids,0,680,,,Sesquiterpenoids,0,680,Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sesquiterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,235,169,681,11,349,685528236042752790,685521520885358818,4046,
1,C13H16O,[M + H]+,C13H17O+,Terpenoids,0,984,Sesquiterpenoids,0,942,Humulane sesquiterpenoids,0,271,Lipids and lipid-like molecules,0,584,Prenol lipids,0,667,,,,,Prenol lipids,0,667,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,189,127,681,11,350,685528230808260983,685521520851804381,4045,
1,C18H26O4,[M + H]+,C18H27O4+,Terpenoids,0,880,Sesquiterpenoids,0,361,3-Spirotetramic acids,0,063,Lipids and lipid-like molecules,0,780,Prenol lipids,0,597,,,,,Prenol lipids,0,597,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,307,189,681,11,350,685528236168582148,685521520914718951,4048,
1,C15H24O3,[M + H]+,C15H25O3+,Terpenoids,0,965,Sesquiterpenoids,0,905,Caryophyllane sesquiterpenoids,0,146,Lipids and lipid-like molecules,0,693,Prenol lipids,0,690,,,,,Prenol lipids,0,690,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,253,180,682,11,360,685528236244079632,685521520948273388,4049,
1,C17H35NO2,[M + H]+,C17H36NO2+,Fatty acids,0,780,Small peptides,0,114,Aminoacids,0,172,Organic acids and derivatives,0,993,Carboxylic acids and derivatives,0,989,"Amino acids, peptides, and analogues",0,959,Amino acids and derivatives,0,959,Alpha amino acids,0,571,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Trialkylamines; Alpha amino acids; Amines; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",286,274,682,11,363,685528244355865468,685521521065713920,4055,
1,C21H26NO2,[M + H]+,C21H27NO2+,Terpenoids,0,292,Linear polyketides,0,508,Open-chain polyketides,0,300,Lipids and lipid-like molecules,0,652,,,,,,,Lipids and lipid-like molecules,0,652,Organic compounds; Lipids and lipid-like molecules; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,325,201,682,11,367,685528252337626929,685521521040548091,4054,
1,C25H48N6O9,[M + H]+,C25H49N6O9+,Carbohydrates,0,936,Aminosugars and aminoglycosides,0,650,Aminoglycosides,0,592,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,791,Aminosaccharides,0,822,2-deoxystreptamine aminoglycosides,0,615,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Amines; Primary amines; Aminosaccharides; 2-deoxystreptamine aminoglycosides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",577,353,683,11,375,685528260805927751,685521521090879749,4057,
1,C21H39NO,[M + H]+,C21H40NO+,Fatty acids,0,995,Fatty amides,0,971,Primary amides,0,482,Lipids and lipid-like molecules,0,721,Fatty Acyls,0,709,Fatty amides,0,730,N-acyl amines,0,614,N-acyl amines,0,614,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,322,311,683,11,375,685528242921413455,685521521120239882,4059,
1,C28H40O10,[M + H]+,C28H41O10+,Fatty acids,0,466,Diterpenoids,0,278,Phenylethanoids,0,085,Lipids and lipid-like molecules,0,836,Prenol lipids,0,480,Terpene glycosides,0,569,,,Terpene glycosides,0,569,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,537,269,683,11,381,685528256167027064,685521521149600015,4063,
1,C18H26O5,[M + H]+,C18H27O5+,Terpenoids,0,617,Diterpenoids,0,468,Zearalenones,0,059,Lipids and lipid-like molecules,0,619,,,,,,,Lipids and lipid-like molecules,0,619,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,323,183,684,11,393,685528258171904649,685521521229291806,4074,
1,C13H20O2,[M + H]+,C13H21O2+,Terpenoids,0,948,Sesquiterpenoids,0,733,Caryophyllane sesquiterpenoids,0,084,Lipids and lipid-like molecules,0,701,Prenol lipids,0,636,,,,,Prenol lipids,0,636,Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,209,154,684,11,395,685528249586163070,685521521174765844,4070,
1,C20H41N5O6,[M + H]+,C20H42N5O6+,Fatty acids,0,909,Fatty amides,0,565,N-acyl amines,0,358,Organic acids and derivatives,0,993,Carboxylic acids and derivatives,0,984,"Amino acids, peptides, and analogues",0,814,Amino acids and derivatives,0,801,N-acyl-alpha amino acids and derivatives,0,663,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",448,310,684,11,396,685528254485110873,685521521258651939,4075,
1,C14H20O3,[M + H]+,C14H21O3+,Terpenoids,0,961,Sesquiterpenoids,0,919,Humulane sesquiterpenoids,0,082,Lipids and lipid-like molecules,0,616,Prenol lipids,0,597,,,,,Prenol lipids,0,597,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,237,149,684,11,396,685528254640300168,685521521199931673,4073,
1,C38H63NO14,[M + H]+,C38H64NO14+,Fatty acids,0,785,Macrolides,0,626,Polyene macrolides,0,132,Lipids and lipid-like molecules,0,769,Fatty Acyls,0,847,Fatty acid esters,0,767,,,Fatty acid esters,0,767,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,758,435,684,11,399,685528250181754287,685521521283817768,4079,
1,C22H30NO3,[M + Na]+,C22H30NNaO3+,Alkaloids,0,365,Pseudoalkaloids (transamidation),0,501,Terpenoid alkaloids,0,095,Benzenoids,0,506,,,,,,,Benzenoids,0,506,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,379,211,684,11,404,685528262785639339,685521521317372205,4080,
1,C17H30O3,[M + H]+,C17H31O3+,Terpenoids,0,906,Sesquiterpenoids,0,588,Bisabolane sesquiterpenoids,0,345,Lipids and lipid-like molecules,0,732,Prenol lipids,0,630,,,,,Prenol lipids,0,630,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,283,227,685,11,417,685528251310022169,685521521376092471,4082,
1,C24H47NO7,[M + H]+,C24H48NO7+,Fatty acids,0,998,Fatty esters,0,647,Fatty acyl carnitines,0,654,Organic nitrogen compounds,1,000,Organonitrogen compounds,1,000,Quaternary ammonium salts,0,956,Cholines,0,687,Cholines,0,687,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,462,343,685,11,418,685528251859476161,685521521401258300,4083,
1,C13H16,[M + H]+,C13H17+,Terpenoids,0,977,Sesquiterpenoids,0,895,Aromadendrane sesquiterpenoids,0,098,Hydrocarbons,0,996,Polycyclic hydrocarbons,0,933,,,,,Polycyclic hydrocarbons,0,933,Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities,173,133,685,11,420,685528268003353745,685521521485144395,4091,
1,C22H26N4O2,[M + H]+,C22H27N4O2+,Terpenoids,0,232,Tryptophan alkaloids,0,077,Pregnane steroids,0,035,Benzenoids,0,578,,,,,,,Benzenoids,0,578,Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,379,210,685,11,420,685528279323781257,685521521459978566,4088,
1,C19H41NO2,[M + H]+,C19H42NO2+,Fatty acids,0,995,Fatty amides,0,873,Sphingoid bases,0,809,Organic nitrogen compounds,1,000,Organonitrogen compounds,1,000,Amines,0,954,Alkanolamines,0,939,"1,2-aminoalcohols",0,851,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",316,321,685,11,420,685528275905422885,685521521346732338,4081,
1,C14H18O,[M + H]+,C14H19O+,Terpenoids,0,995,Sesquiterpenoids,0,925,Humulane sesquiterpenoids,0,510,Lipids and lipid-like molecules,0,745,Prenol lipids,0,784,Sesquiterpenoids,0,658,,,Sesquiterpenoids,0,658,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,203,143,686,11,427,685528286475069760,685521521510310224,4092,
1,C14H18O,[M + H]+,C14H19O+,Terpenoids,0,995,Sesquiterpenoids,0,927,Humulane sesquiterpenoids,0,506,Lipids and lipid-like molecules,0,742,Prenol lipids,0,782,Sesquiterpenoids,0,670,,,Sesquiterpenoids,0,670,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,203,143,686,11,440,685528295924837038,685521521678082414,4113,
1,C22H36O5,[M + H]+,C22H37O5+,Terpenoids,0,972,Diterpenoids,0,324,Pregnane steroids,0,204,Lipids and lipid-like molecules,0,908,Steroids and steroid derivatives,0,545,,,,,Steroids and steroid derivatives,0,545,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,381,261,686,11,440,685528307580808358,685521521539670357,4104,
